Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.52;P8[5.90,10.00,0.00]=11.06;[2.21, 20.4, 0.0];[2.20,20.40,-0.31];19:23:03.132;2.20;20.40;2.21;20.4;2;20.40;-0.21;0.0;-0.2;0.0
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.92;[2.2, 20.27, 0.0];[2.20,20.39,-0.07];19:23:03.232;2.20;20.39;2.2;20.27;2;20.40;-0.2;0.13;-0.2;0.01
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.12;[2.07, 20.35, 0.0];[2.21,20.39,-0.27];19:23:03.333;2.21;20.39;2.07;20.35;2;20.40;-0.07;0.05;-0.21;0.01
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.01;[2.17, 20.33, 0.0];[2.23,20.39,-0.46];19:23:03.432;2.23;20.39;2.17;20.33;2;20.40;-0.17;0.07;-0.23;0.01
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.99;[2.31, 20.36, 0.0];[2.27,20.40,-0.60];19:23:03.532;2.27;20.40;2.31;20.36;2;20.40;-0.31;0.04;-0.27;0.0
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.10;[2.08, 20.3, 0.0];[2.28,20.38,-0.60];19:23:03.634;2.28;20.38;2.08;20.3;2;20.40;-0.08;0.1;-0.28;0.02
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.00;[2.24, 20.34, 0.0];[2.30,20.39,-0.68];19:23:03.732;2.30;20.39;2.24;20.34;2;20.40;-0.24;0.06;-0.3;0.01
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.07;[2.14, 20.34, 0.0];[2.30,20.39,-0.76];19:23:03.833;2.30;20.39;2.14;20.34;2;20.40;-0.14;0.06;-0.3;0.01
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.05;[2.07, 20.28, 0.0];[2.28,20.37,-0.75];19:23:03.934;2.28;20.37;2.07;20.28;2;20.40;-0.07;0.12;-0.28;0.03
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.88;[2.34, 20.3, 0.0];[2.31,20.37,-0.34];19:23:04.031;2.31;20.37;2.34;20.3;2;20.40;-0.34;0.1;-0.31;0.03
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.12;[2.01, 20.31, 0.0];[2.29,20.36,-0.46];19:23:04.133;2.29;20.36;2.01;20.31;2;20.40;-0.01;0.09;-0.29;0.04
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.03;[2.14, 20.3, 0.0];[2.28,20.36,-0.52];19:23:04.233;2.28;20.36;2.14;20.3;2;20.40;-0.14;0.1;-0.28;0.04
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.06;[2.15, 20.32, 0.0];[2.30,20.36,-0.61];19:23:04.334;2.30;20.36;2.15;20.32;2;20.40;-0.15;0.08;-0.3;0.04
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.80;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.03;[2.25, 20.32, 0.0];[2.34,20.36,-0.67];19:23:04.433;2.34;20.36;2.25;20.32;2;20.40;-0.25;0.08;-0.34;0.04
P7[2.90,24.00,0.00]=3.70;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=10.99;null;[2.19, 20.34, 0.0];[2.32,20.37,-0.23];19:23:04.528;2.32;20.37;2.19;20.34;2;20.40;-0.19;0.06;-0.32;0.03
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.03;[2.23, 20.33, 0.0];[2.33,20.38,-0.38];19:23:04.633;2.33;20.38;2.23;20.33;2;20.40;-0.23;0.07;-0.33;0.02
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.06;[2.2, 20.34, 0.0];[2.34,20.38,-0.47];19:23:04.733;2.34;20.38;2.2;20.34;2;20.40;-0.2;0.06;-0.34;0.02
P7[2.90,24.00,0.00]=3.57;P6[6.70,18.03,0.00]=5.50;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.08;[1.82, 20.34, 0.0];[2.23,20.41,-0.09];19:23:04.832;2.23;20.41;1.82;20.34;2;20.40;0.18;0.06;-0.23;-0.01
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=11.09;[1.9, 20.39, 0.0];[2.07,20.42,-0.11];19:23:04.932;2.07;20.42;1.9;20.39;2;20.40;0.1;0.01;-0.07;-0.02
P7[2.90,24.00,0.00]=3.59;P6[6.70,18.03,0.00]=5.46;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.03;[1.93, 20.36, 0.0];[1.93,20.42,-0.23];19:23:05.032;1.93;20.42;1.93;20.36;2;20.40;0.07;0.04;0.07;-0.02
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.00;[1.92, 20.32, 0.0];[1.82,20.41,-0.34];19:23:05.132;1.82;20.41;1.92;20.32;2;20.40;0.08;0.08;0.18;-0.01
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=5.40;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.09;[1.92, 20.38, 0.0];[1.86,20.42,-0.10];19:23:05.231;1.86;20.42;1.92;20.38;2;20.40;0.08;0.02;0.14;-0.02
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.39;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=11.14;[1.89, 20.4, 0.0];[1.88,20.44,0.13];19:23:05.332;1.88;20.44;1.89;20.4;2;20.40;0.11;0.0;0.12;-0.04
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=5.49;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.14;[1.82, 20.39, 0.0];[1.89,20.47,0.37];19:23:05.432;1.89;20.47;1.82;20.39;2;20.40;0.18;0.01;0.11;-0.07
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.42;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.00;[1.92, 20.31, 0.0];[1.81,20.45,0.03];19:23:05.532;1.81;20.45;1.92;20.31;2;20.40;0.08;0.09;0.19;-0.05
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=5.40;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.04;[1.94, 20.35, 0.0];[1.78,20.45,-0.25];19:23:05.632;1.78;20.45;1.94;20.35;2;20.40;0.06;0.05;0.22;-0.05
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=5.42;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.12;[1.87, 20.39, 0.0];[1.81,20.46,-0.04];19:23:05.732;1.81;20.46;1.87;20.39;2;20.40;0.13;0.01;0.19;-0.06
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.11;[1.81, 20.34, 0.0];[1.81,20.45,0.04];19:23:05.832;1.81;20.45;1.81;20.34;2;20.40;0.19;0.06;0.19;-0.05
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=5.46;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.15;[1.74, 20.33, 0.0];[1.78,20.47,0.25];19:23:05.933;1.78;20.47;1.74;20.33;2;20.40;0.26;0.07;0.22;-0.07
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=4.82;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.16;[2.13, 20.35, 0.0];[1.95,20.44,0.01];19:23:06.034;1.95;20.44;2.13;20.35;2;20.40;-0.13;0.05;0.05;-0.04
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.80;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.95;[2.33, 20.29, 0.0];[2.07,20.42,-0.14];19:23:06.134;2.07;20.42;2.33;20.29;2;20.40;-0.33;0.11;-0.07;-0.02
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.88;[2.25, 20.26, 0.0];[2.12,20.40,0.10];19:23:06.231;2.12;20.40;2.25;20.26;2;20.40;-0.25;0.14;-0.12;0.0
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.22;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.09;[1.99, 20.36, 0.0];[2.08,20.46,0.34];19:23:06.332;2.08;20.46;1.99;20.36;2;20.40;0.01;0.04;-0.08;-0.06
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.43;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.05;[1.88, 20.33, 0.0];[1.97,20.44,0.08];19:23:06.432;1.97;20.44;1.88;20.33;2;20.40;0.12;0.07;0.03;-0.04
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.98;[2.16, 20.26, 0.0];[2.05,20.41,-0.17];19:23:06.533;2.05;20.41;2.16;20.26;2;20.40;-0.16;0.14;-0.05;-0.01
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.17;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.93;[2.07, 20.25, 0.0];[2.08,20.39,0.12];19:23:06.631;2.08;20.39;2.07;20.25;2;20.40;-0.07;0.15;-0.08;0.01
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=10.75;[2.23, 20.14, 0.0];[2.06,20.34,-0.09];19:23:06.732;2.06;20.34;2.23;20.14;2;20.40;-0.23;0.26;-0.06;0.06
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=4.76;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.90;[2.35, 20.25, 0.0];[2.18,20.33,-0.34];19:23:06.832;2.18;20.33;2.35;20.25;2;20.40;-0.35;0.15;-0.18;0.07
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.32;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.00;[1.91, 20.27, 0.0];[2.10,20.32,-0.50];19:23:06.931;2.10;20.32;1.91;20.27;2;20.40;0.09;0.13;-0.1;0.08
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.60;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.91;[1.84, 20.26, 0.0];[1.88,20.30,-0.61];19:23:07.032;1.88;20.30;1.84;20.26;2;20.40;0.16;0.14;0.12;0.1
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=10.82;[2.26, 20.17, 0.0];[1.96,20.34,-0.25];19:23:07.133;1.96;20.34;2.26;20.17;2;20.40;-0.26;0.23;0.04;0.06
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.37;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=10.85;[1.98, 20.2, 0.0];[1.84,20.31,-0.30];19:23:07.231;1.84;20.31;1.98;20.2;2;20.40;0.02;0.2;0.16;0.09
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=5.47;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.95;[1.87, 20.25, 0.0];[1.75,20.31,-0.46];19:23:07.332;1.75;20.31;1.87;20.25;2;20.40;0.13;0.15;0.25;0.09
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.19;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.94;[2.05, 20.25, 0.0];[1.83,20.32,-0.21];19:23:07.432;1.83;20.32;2.05;20.25;2;20.40;-0.05;0.15;0.17;0.08
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.16;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.89;[2.17, 20.28, 0.0];[1.86,20.32,-0.41];19:23:07.531;1.86;20.32;2.17;20.28;2;20.40;-0.17;0.12;0.14;0.08
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.48;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.92;[1.94, 20.29, 0.0];[1.75,20.30,-0.45];19:23:07.632;1.75;20.30;1.94;20.29;2;20.40;0.06;0.11;0.25;0.1
P7[2.90,24.00,0.00]=3.85;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.88;[2.22, 20.29, 0.0];[1.83,20.29,-0.57];19:23:07.731;1.83;20.29;2.22;20.29;2;20.40;-0.22;0.11;0.17;0.11
P7[2.90,24.00,0.00]=3.81;P6[6.70,18.03,0.00]=4.72;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.90;[2.35, 20.24, 0.0];[2.00,20.27,-0.44];19:23:07.834;2.00;20.27;2.35;20.24;2;20.40;-0.35;0.16;0.0;0.13
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.88;[2.31, 20.26, 0.0];[2.09,20.29,-0.58];19:23:07.931;2.09;20.29;2.31;20.26;2;20.40;-0.31;0.14;-0.09;0.11
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.83;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.82;[2.47, 20.28, 0.0];[2.21,20.30,-0.17];19:23:08.031;2.21;20.30;2.47;20.28;2;20.40;-0.47;0.12;-0.21;0.1
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.89;[2.23, 20.23, 0.0];[2.24,20.30,-0.36];19:23:08.133;2.24;20.30;2.23;20.23;2;20.40;-0.23;0.17;-0.24;0.1
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.97;[2.18, 20.3, 0.0];[2.24,20.31,-0.54];19:23:08.233;2.24;20.31;2.18;20.3;2;20.40;-0.18;0.1;-0.24;0.09
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.93;[2.25, 20.34, 0.0];[2.23,20.32,-0.65];19:23:08.331;2.23;20.32;2.25;20.34;2;20.40;-0.25;0.06;-0.23;0.08
P7[2.90,24.00,0.00]=3.87;P6[6.70,18.03,0.00]=5.35;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.97;[1.98, 20.31, 0.0];[2.11,20.30,-0.66];19:23:08.431;2.11;20.30;1.98;20.31;2;20.40;0.02;0.09;-0.11;0.1
P7[2.90,24.00,0.00]=3.91;P6[6.70,18.03,0.00]=5.57;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.85;[1.86, 20.21, 0.0];[1.90,20.27,-0.78];19:23:08.532;1.90;20.27;1.86;20.21;2;20.40;0.14;0.19;0.1;0.13
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.89;[2.19, 20.28, 0.0];[1.92,20.27,-0.70];19:23:08.631;1.92;20.27;2.19;20.28;2;20.40;-0.19;0.12;0.08;0.13
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.16;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.84;[2.16, 20.23, 0.0];[1.91,20.27,-0.71];19:23:08.732;1.91;20.27;2.16;20.23;2;20.40;-0.16;0.17;0.09;0.13
P7[2.90,24.00,0.00]=3.83;P6[6.70,18.03,0.00]=5.17;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.95;[2.07, 20.27, 0.0];[1.95,20.27,-0.59];19:23:08.831;1.95;20.27;2.07;20.27;2;20.40;-0.07;0.13;0.05;0.13
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.25;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.99;[1.99, 20.28, 0.0];[1.97,20.29,-0.19];19:23:08.931;1.97;20.29;1.99;20.28;2;20.40;0.01;0.12;0.03;0.11
P7[2.90,24.00,0.00]=3.81;P6[6.70,18.03,0.00]=5.29;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.93;[2.04, 20.29, 0.0];[1.94,20.29,-0.43];19:23:09.031;1.94;20.29;2.04;20.29;2;20.40;-0.04;0.11;0.06;0.11
P7[2.90,24.00,0.00]=3.84;P6[6.70,18.03,0.00]=5.30;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.04;[1.93, 20.31, 0.0];[1.93,20.29,-0.40];19:23:09.131;1.93;20.29;1.93;20.31;2;20.40;0.07;0.09;0.07;0.11
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.33;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.98;[1.9, 20.25, 0.0];[1.95,20.30,-0.05];19:23:09.232;1.95;20.30;1.9;20.25;2;20.40;0.1;0.15;0.05;0.1
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.32;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.00;[1.91, 20.27, 0.0];[1.96,20.31,0.23];19:23:09.331;1.96;20.31;1.91;20.27;2;20.40;0.09;0.13;0.04;0.09
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.35;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.04;[1.77, 20.21, 0.0];[1.88,20.36,0.24];19:23:09.433;1.88;20.36;1.77;20.21;2;20.40;0.23;0.19;0.12;0.04
P7[2.90,24.00,0.00]=3.80;P6[6.70,18.03,0.00]=5.44;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.02;[1.85, 20.29, 0.0];[1.83,20.35,-0.07];19:23:09.532;1.83;20.35;1.85;20.29;2;20.40;0.15;0.11;0.17;0.05
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.94;[1.86, 20.23, 0.0];[1.75,20.34,-0.29];19:23:09.632;1.75;20.34;1.86;20.23;2;20.40;0.14;0.17;0.25;0.06
P7[2.90,24.00,0.00]=3.81;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.89;[2.12, 20.23, 0.0];[1.87,20.33,0.04];19:23:09.731;1.87;20.33;2.12;20.23;2;20.40;-0.12;0.17;0.13;0.07
P7[2.90,24.00,0.00]=3.80;P6[6.70,18.03,0.00]=5.41;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.09;[1.8, 20.3, 0.0];[1.86,20.34,0.27];19:23:09.832;1.86;20.34;1.8;20.3;2;20.40;0.2;0.1;0.14;0.06
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.42;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.14;[1.77, 20.33, 0.0];[1.83,20.38,0.43];19:23:09.932;1.83;20.38;1.77;20.33;2;20.40;0.23;0.07;0.17;0.02
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.39;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.08;[1.81, 20.29, 0.0];[1.82,20.38,0.13];19:23:10.031;1.82;20.38;1.81;20.29;2;20.40;0.19;0.11;0.18;0.02
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.31;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.99;[1.98, 20.3, 0.0];[1.81,20.38,-0.10];19:23:10.132;1.81;20.38;1.98;20.3;2;20.40;0.02;0.1;0.19;0.02
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=5.28;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.74;[2.26, 20.25, 0.0];[2.01,20.36,0.01];19:23:10.233;2.01;20.36;2.26;20.25;2;20.40;-0.26;0.15;-0.01;0.04
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.26;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.99;[2.0, 20.29, 0.0];[2.02,20.37,0.13];19:23:10.332;2.02;20.37;2.0;20.29;2;20.40;0.0;0.11;-0.02;0.03
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.24;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.99;[1.97, 20.26, 0.0];[2.01,20.38,0.37];19:23:10.432;2.01;20.38;1.97;20.26;2;20.40;0.03;0.14;-0.01;0.02
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.26;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.95;[2.06, 20.3, 0.0];[1.97,20.37,0.06];19:23:10.532;1.97;20.37;2.06;20.3;2;20.40;-0.06;0.1;0.03;0.03
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.37;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=10.92;[2.08, 20.33, 0.0];[1.89,20.36,-0.24];19:23:10.632;1.89;20.36;2.08;20.33;2;20.40;-0.08;0.07;0.11;0.04
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.24;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.01;[1.98, 20.29, 0.0];[1.92,20.36,-0.46];19:23:10.732;1.92;20.36;1.98;20.29;2;20.40;0.02;0.11;0.08;0.04
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.99;[2.12, 20.29, 0.0];[2.00,20.35,-0.62];19:23:10.832;2.00;20.35;2.12;20.29;2;20.40;-0.12;0.11;0.0;0.05
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.15;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.03;[2.01, 20.29, 0.0];[2.02,20.33,-0.60];19:23:10.932;2.02;20.33;2.01;20.29;2;20.40;-0.01;0.11;-0.02;0.07
P7[2.90,24.00,0.00]=3.80;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.96;[2.14, 20.29, 0.0];[2.06,20.32,-0.52];19:23:11.031;2.06;20.32;2.14;20.29;2;20.40;-0.14;0.11;-0.06;0.08
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.81;[2.39, 20.29, 0.0];[2.08,20.30,-0.55];19:23:11.131;2.08;20.30;2.39;20.29;2;20.40;-0.39;0.11;-0.08;0.1
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.02;[2.16, 20.31, 0.0];[2.13,20.29,-0.53];19:23:11.232;2.13;20.29;2.16;20.31;2;20.40;-0.16;0.09;-0.13;0.11
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.08;[2.06, 20.31, 0.0];[2.17,20.31,-0.67];19:23:11.334;2.17;20.31;2.06;20.31;2;20.40;-0.06;0.09;-0.17;0.09
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.09;[1.98, 20.28, 0.0];[2.18,20.31,-0.76];19:23:11.434;2.18;20.31;1.98;20.28;2;20.40;0.02;0.12;-0.18;0.09
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.28;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.88;[2.08, 20.27, 0.0];[2.08,20.29,-0.83];19:23:11.531;2.08;20.29;2.08;20.27;2;20.40;-0.08;0.13;-0.08;0.11
P7[2.90,24.00,0.00]=3.91;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.90;[2.17, 20.27, 0.0];[2.11,20.28,-0.85];19:23:11.631;2.11;20.28;2.17;20.27;2;20.40;-0.17;0.13;-0.11;0.12
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.21;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.90;[2.15, 20.3, 0.0];[2.03,20.29,-0.72];19:23:11.732;2.03;20.29;2.15;20.3;2;20.40;-0.15;0.1;-0.03;0.11
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.28;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.96;[2.03, 20.29, 0.0];[2.05,20.33,-0.36];19:23:11.832;2.05;20.33;2.03;20.29;2;20.40;-0.03;0.11;-0.05;0.07
