Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P4[11.00,11.00,0.00]=3.21;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.30;P5[13.00,24.00,0.00]=10.80;[13.2, 13.29, 0.0];[13.42,13.72,-0.55];19:35:38.285;13.42;13.72;13.2;13.29;12.10;13.39;-1.1;0.1;-1.32;-0.33;1.1;1.36
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.90;[13.31, 13.23, 0.0];[13.40,13.72,-0.66];19:35:38.484;13.40;13.72;13.31;13.23;12.10;13.39;-1.21;0.16;-1.3;-0.33;1.22;1.34
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.34;P5[13.00,24.00,0.00]=10.93;[13.34, 13.26, 0.0];[13.38,13.72,-0.63];19:35:38.884;13.38;13.72;13.34;13.26;12.10;13.39;-1.24;0.13;-1.28;-0.33;1.25;1.32
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.84;P3[13.00,0.00,0.00]=13.30;[13.21, 13.27, 0.0];[13.38,13.72,-0.40];19:35:38.985;13.38;13.72;13.21;13.27;12.10;13.39;-1.11;0.12;-1.28;-0.33;1.12;1.32
P4[11.00,11.00,0.00]=3.19;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.95;[13.32, 13.24, 0.0];[13.35,13.71,-0.45];19:35:39.184;13.35;13.71;13.32;13.24;12.10;13.39;-1.22;0.15;-1.25;-0.32;1.23;1.29
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.96;P3[13.00,0.00,0.00]=13.34;[13.4, 13.25, 0.0];[13.36,13.72,-0.28];19:35:39.284;13.36;13.72;13.4;13.25;12.10;13.39;-1.3;0.14;-1.26;-0.33;1.31;1.3
P4[11.00,11.00,0.00]=3.18;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.39;P5[13.00,24.00,0.00]=10.91;[13.26, 13.29, 0.0];[13.31,13.73,-0.38];19:35:39.485;13.31;13.73;13.26;13.29;12.10;13.39;-1.16;0.1;-1.21;-0.34;1.16;1.26
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.36;[13.34, 13.28, 0.0];[13.32,13.73,-0.15];19:35:39.584;13.32;13.73;13.34;13.28;12.10;13.39;-1.24;0.11;-1.22;-0.34;1.24;1.27
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.30;[13.34, 13.23, 0.0];[13.34,13.72,-0.04];19:35:39.684;13.34;13.72;13.34;13.23;12.10;13.39;-1.24;0.16;-1.24;-0.33;1.25;1.28
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.91;[13.3, 13.23, 0.0];[13.34,13.73,-0.26];19:35:39.884;13.34;13.73;13.3;13.23;12.10;13.39;-1.2;0.16;-1.24;-0.34;1.21;1.29
P4[11.00,11.00,0.00]=3.19;P9[13.00,16.50,0.00]=2.48;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.91;[13.29, 13.29, 0.0];[13.29,13.73,-0.41];19:35:40.084;13.29;13.73;13.29;13.29;12.10;13.39;-1.19;0.1;-1.19;-0.34;1.19;1.24
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.16;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.30;[13.2, 13.25, 0.0];[13.30,13.72,-0.25];19:35:40.185;13.30;13.72;13.2;13.25;12.10;13.39;-1.1;0.14;-1.2;-0.33;1.11;1.24
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.17;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.30;[13.28, 13.23, 0.0];[13.30,13.72,-0.09];19:35:40.284;13.30;13.72;13.28;13.23;12.10;13.39;-1.18;0.16;-1.2;-0.33;1.19;1.24
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.17;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.35;[13.28, 13.26, 0.0];[13.28,13.72,0.10];19:35:40.384;13.28;13.72;13.28;13.26;12.10;13.39;-1.18;0.13;-1.18;-0.33;1.19;1.23
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.41;[13.33, 13.29, 0.0];[13.24,13.74,0.28];19:35:40.484;13.24;13.74;13.33;13.29;12.10;13.39;-1.23;0.1;-1.14;-0.35;1.23;1.19
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.47;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=11.01;[13.41, 13.18, 0.0];[13.26,13.73,-0.04];19:35:40.684;13.26;13.73;13.41;13.18;12.10;13.39;-1.31;0.21;-1.16;-0.34;1.33;1.21
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.96;[13.36, 13.21, 0.0];[13.29,13.73,-0.26];19:35:41.084;13.29;13.73;13.36;13.21;12.10;13.39;-1.26;0.18;-1.19;-0.34;1.27;1.24
P4[11.00,11.00,0.00]=3.18;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.31;P5[13.00,24.00,0.00]=10.87;[13.22, 13.26, 0.0];[13.29,13.72,-0.28];19:35:41.384;13.29;13.72;13.22;13.26;12.10;13.39;-1.12;0.13;-1.19;-0.33;1.13;1.23
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.18;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.34;[13.3, 13.25, 0.0];[13.28,13.72,-0.06];19:35:41.484;13.28;13.72;13.3;13.25;12.10;13.39;-1.2;0.14;-1.18;-0.33;1.21;1.23
P4[11.00,11.00,0.00]=3.19;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.28;P5[13.00,24.00,0.00]=10.88;[13.24, 13.24, 0.0];[13.28,13.73,-0.30];19:35:41.684;13.28;13.73;13.24;13.24;12.10;13.39;-1.14;0.15;-1.18;-0.34;1.15;1.23
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.16;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.31;[13.22, 13.25, 0.0];[13.28,13.72,-0.17];19:35:41.784;13.28;13.72;13.22;13.25;12.10;13.39;-1.12;0.14;-1.18;-0.33;1.13;1.23
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.23;[13.24, 13.21, 0.0];[13.31,13.72,0.08];19:35:41.885;13.31;13.72;13.24;13.21;12.10;13.39;-1.14;0.18;-1.21;-0.33;1.15;1.25
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.17;P5[13.00,24.00,0.00]=10.87;P3[13.00,0.00,0.00]=13.20;[13.21, 13.2, 0.0];[13.33,13.71,0.25];19:35:41.984;13.33;13.71;13.21;13.2;12.10;13.39;-1.11;0.19;-1.23;-0.32;1.13;1.27
P4[11.00,11.00,0.00]=3.21;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.36;P5[13.00,24.00,0.00]=11.00;[13.42, 13.24, 0.0];[13.31,13.72,0.04];19:35:42.184;13.31;13.72;13.42;13.24;12.10;13.39;-1.32;0.15;-1.21;-0.33;1.33;1.25
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.30;[13.34, 13.23, 0.0];[13.30,13.73,0.27];19:35:42.285;13.30;13.73;13.34;13.23;12.10;13.39;-1.24;0.16;-1.2;-0.34;1.25;1.25
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.35;P5[13.00,24.00,0.00]=10.96;[13.4, 13.25, 0.0];[13.31,13.73,0.04];19:35:42.584;13.31;13.73;13.4;13.25;12.10;13.39;-1.3;0.14;-1.21;-0.34;1.31;1.26
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.85;P3[13.00,0.00,0.00]=13.31;[13.22, 13.27, 0.0];[13.32,13.72,0.08];19:35:42.684;13.32;13.72;13.22;13.27;12.10;13.39;-1.12;0.12;-1.22;-0.33;1.13;1.26
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.94;[13.37, 13.25, 0.0];[13.34,13.72,-0.03];19:35:43.084;13.34;13.72;13.37;13.25;12.10;13.39;-1.27;0.14;-1.24;-0.33;1.28;1.28
P4[11.00,11.00,0.00]=3.20;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.34;P5[13.00,24.00,0.00]=10.96;[13.34, 13.25, 0.0];[13.33,13.72,-0.13];19:35:43.284;13.33;13.72;13.34;13.25;12.10;13.39;-1.24;0.14;-1.23;-0.33;1.25;1.27
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.25;[13.27, 13.21, 0.0];[13.33,13.72,0.13];19:35:43.384;13.33;13.72;13.27;13.21;12.10;13.39;-1.17;0.18;-1.23;-0.33;1.18;1.27
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.28;P5[13.00,24.00,0.00]=10.88;[13.32, 13.24, 0.0];[13.36,13.73,-0.11];19:35:43.685;13.36;13.73;13.32;13.24;12.10;13.39;-1.22;0.15;-1.26;-0.34;1.23;1.31
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.35;[13.32, 13.27, 0.0];[13.35,13.73,0.04];19:35:43.784;13.35;13.73;13.32;13.27;12.10;13.39;-1.22;0.12;-1.25;-0.34;1.23;1.3
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.94;[13.42, 13.27, 0.0];[13.35,13.74,-0.10];19:35:44.084;13.35;13.74;13.42;13.27;12.10;13.39;-1.32;0.12;-1.25;-0.35;1.33;1.3
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.95;[13.44, 13.27, 0.0];[13.34,13.74,-0.23];19:35:44.484;13.34;13.74;13.44;13.27;12.10;13.39;-1.34;0.12;-1.24;-0.35;1.35;1.29
P4[11.00,11.00,0.00]=3.21;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.25;P5[13.00,24.00,0.00]=10.97;[13.33, 13.19, 0.0];[13.37,13.74,-0.31];19:35:44.684;13.37;13.74;13.33;13.19;12.10;13.39;-1.23;0.2;-1.27;-0.35;1.25;1.32
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.29;P5[13.00,24.00,0.00]=10.93;[13.37, 13.23, 0.0];[13.37,13.74,-0.46];19:35:45.085;13.37;13.74;13.37;13.23;12.10;13.39;-1.27;0.16;-1.27;-0.35;1.28;1.32
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.91;[13.37, 13.28, 0.0];[13.38,13.75,-0.40];19:35:45.483;13.38;13.75;13.37;13.28;12.10;13.39;-1.27;0.11;-1.28;-0.36;1.27;1.33
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.27;[13.27, 13.24, 0.0];[13.37,13.75,-0.08];19:35:45.584;13.37;13.75;13.27;13.24;12.10;13.39;-1.17;0.15;-1.27;-0.36;1.18;1.32
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.34;[13.28, 13.27, 0.0];[13.37,13.74,0.02];19:35:45.684;13.37;13.74;13.28;13.27;12.10;13.39;-1.18;0.12;-1.27;-0.35;1.19;1.32
P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.88;null;[13.51, 13.24, 0.0];[13.21,13.62,0.40];19:35:45.876;13.21;13.62;13.51;13.24;12.10;13.39;-1.41;0.15;-1.11;-0.23;1.42;1.13
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.25;[13.37, 13.2, 0.0];[13.28,13.64,0.48];19:35:45.984;13.28;13.64;13.37;13.2;12.10;13.39;-1.27;0.19;-1.18;-0.25;1.28;1.21
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.87;P3[13.00,0.00,0.00]=13.35;[13.3, 13.29, 0.0];[13.30,13.67,0.44];19:35:46.084;13.30;13.67;13.3;13.29;12.10;13.39;-1.2;0.1;-1.2;-0.28;1.2;1.23
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.41;P5[13.00,24.00,0.00]=10.88;[13.35, 13.32, 0.0];[13.30,13.70,0.17];19:35:46.284;13.30;13.70;13.35;13.32;12.10;13.39;-1.25;0.07;-1.2;-0.31;1.25;1.24
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.36;[13.34, 13.26, 0.0];[13.30,13.71,0.21];19:35:46.384;13.30;13.71;13.34;13.26;12.10;13.39;-1.24;0.13;-1.2;-0.32;1.25;1.24
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.35;[13.33, 13.26, 0.0];[13.31,13.72,0.23];19:35:46.484;13.31;13.72;13.33;13.26;12.10;13.39;-1.23;0.13;-1.21;-0.33;1.24;1.25
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.40;P3[13.00,0.00,0.00]=13.35;P5[13.00,24.00,0.00]=10.91;[13.46, 13.27, 0.0];[13.33,13.74,-0.08];19:35:46.684;13.33;13.74;13.46;13.27;12.10;13.39;-1.36;0.12;-1.23;-0.35;1.37;1.28
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.97;P3[13.00,0.00,0.00]=13.35;[13.39, 13.25, 0.0];[13.34,13.74,-0.01];19:35:46.784;13.34;13.74;13.39;13.25;12.10;13.39;-1.29;0.14;-1.24;-0.35;1.3;1.29
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.31;[13.37, 13.23, 0.0];[13.34,13.75,0.23];19:35:46.885;13.34;13.75;13.37;13.23;12.10;13.39;-1.27;0.16;-1.24;-0.36;1.28;1.29
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.30;[13.35, 13.25, 0.0];[13.36,13.75,0.39];19:35:46.984;13.36;13.75;13.35;13.25;12.10;13.39;-1.25;0.14;-1.26;-0.36;1.26;1.31
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.92;[13.37, 13.28, 0.0];[13.34,13.76,0.14];19:35:47.184;13.34;13.76;13.37;13.28;12.10;13.39;-1.27;0.11;-1.24;-0.37;1.27;1.29
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.96;P3[13.00,0.00,0.00]=13.33;[13.36, 13.24, 0.0];[13.35,13.75,0.13];19:35:47.284;13.35;13.75;13.36;13.24;12.10;13.39;-1.26;0.15;-1.25;-0.36;1.27;1.3
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.29;P5[13.00,24.00,0.00]=10.91;[13.33, 13.24, 0.0];[13.36,13.75,-0.12];19:35:47.484;13.36;13.75;13.33;13.24;12.10;13.39;-1.23;0.15;-1.26;-0.36;1.24;1.31
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.39;[13.43, 13.28, 0.0];[13.35,13.75,0.07];19:35:47.583;13.35;13.75;13.43;13.28;12.10;13.39;-1.33;0.11;-1.25;-0.36;1.33;1.3
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.37;[13.35, 13.3, 0.0];[13.34,13.76,0.18];19:35:47.684;13.34;13.76;13.35;13.3;12.10;13.39;-1.25;0.09;-1.24;-0.37;1.25;1.29
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.34;[13.34, 13.27, 0.0];[13.36,13.75,0.19];19:35:47.784;13.36;13.75;13.34;13.27;12.10;13.39;-1.24;0.12;-1.26;-0.36;1.25;1.31
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.43;[13.42, 13.32, 0.0];[13.34,13.76,0.31];19:35:47.884;13.34;13.76;13.42;13.32;12.10;13.39;-1.32;0.07;-1.24;-0.37;1.32;1.29
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.44;P5[13.00,24.00,0.00]=10.83;[13.3, 13.36, 0.0];[13.31,13.78,0.05];19:35:48.084;13.31;13.78;13.3;13.36;12.10;13.39;-1.2;0.03;-1.21;-0.39;1.2;1.27
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.84;P3[13.00,0.00,0.00]=13.37;[13.27, 13.31, 0.0];[13.32,13.77,0.11];19:35:48.184;13.32;13.77;13.27;13.31;12.10;13.39;-1.17;0.08;-1.22;-0.38;1.17;1.28
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.85;[13.34, 13.31, 0.0];[13.35,13.77,0.01];19:35:48.384;13.35;13.77;13.34;13.31;12.10;13.39;-1.24;0.08;-1.25;-0.38;1.24;1.31
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.30;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.44;[13.43, 13.33, 0.0];[13.33,13.78,0.17];19:35:48.484;13.33;13.78;13.43;13.33;12.10;13.39;-1.33;0.06;-1.23;-0.39;1.33;1.29
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.88;[13.38, 13.3, 0.0];[13.36,13.78,0.07];19:35:48.683;13.36;13.78;13.38;13.3;12.10;13.39;-1.28;0.09;-1.26;-0.39;1.28;1.32
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.39;[13.39, 13.29, 0.0];[13.34,13.78,0.22];19:35:48.784;13.34;13.78;13.39;13.29;12.10;13.39;-1.29;0.1;-1.24;-0.39;1.29;1.3
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.41;[13.36, 13.31, 0.0];[13.32,13.78,0.32];19:35:48.884;13.32;13.78;13.36;13.31;12.10;13.39;-1.26;0.08;-1.22;-0.39;1.26;1.28
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.36;[13.31, 13.29, 0.0];[13.33,13.77,0.33];19:35:48.983;13.33;13.77;13.31;13.29;12.10;13.39;-1.21;0.1;-1.23;-0.38;1.21;1.29
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.42;[13.31, 13.33, 0.0];[13.30,13.78,0.40];19:35:49.083;13.30;13.78;13.31;13.33;12.10;13.39;-1.21;0.06;-1.2;-0.39;1.21;1.26
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.92;P3[13.00,0.00,0.00]=13.42;[13.3, 13.31, 0.0];[13.27,13.79,0.46];19:35:49.184;13.27;13.79;13.3;13.31;12.10;13.39;-1.2;0.08;-1.17;-0.4;1.2;1.24
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.79;P3[13.00,0.00,0.00]=13.35;[13.22, 13.32, 0.0];[13.29,13.78,0.40];19:35:49.284;13.29;13.78;13.22;13.32;12.10;13.39;-1.12;0.07;-1.19;-0.39;1.12;1.25
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.81;P3[13.00,0.00,0.00]=13.39;[13.21, 13.33, 0.0];[13.28,13.78,0.46];19:35:49.383;13.28;13.78;13.21;13.33;12.10;13.39;-1.11;0.06;-1.18;-0.39;1.11;1.24
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.40;[13.38, 13.31, 0.0];[13.30,13.78,0.46];19:35:49.484;13.30;13.78;13.38;13.31;12.10;13.39;-1.28;0.08;-1.2;-0.39;1.28;1.26
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.38;P3[13.00,0.00,0.00]=13.41;P5[13.00,24.00,0.00]=10.90;[13.42, 13.31, 0.0];[13.31,13.78,0.22];19:35:49.684;13.31;13.78;13.42;13.31;12.10;13.39;-1.32;0.08;-1.21;-0.39;1.32;1.27
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.33;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.40;[13.36, 13.31, 0.0];[13.32,13.79,0.12];19:35:50.083;13.32;13.79;13.36;13.31;12.10;13.39;-1.26;0.08;-1.22;-0.4;1.26;1.28
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.38;P3[13.00,0.00,0.00]=13.42;P5[13.00,24.00,0.00]=10.91;[13.47, 13.31, 0.0];[13.33,13.79,-0.06];19:35:50.384;13.33;13.79;13.47;13.31;12.10;13.39;-1.37;0.08;-1.23;-0.4;1.37;1.29
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.92;P3[13.00,0.00,0.00]=13.44;[13.41, 13.32, 0.0];[13.31,13.80,0.12];19:35:50.483;13.31;13.80;13.41;13.32;12.10;13.39;-1.31;0.07;-1.21;-0.41;1.31;1.28
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.39;[13.28, 13.3, 0.0];[13.30,13.80,0.18];19:35:50.584;13.30;13.80;13.28;13.3;12.10;13.39;-1.18;0.09;-1.2;-0.41;1.18;1.27
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.84;P3[13.00,0.00,0.00]=13.44;[13.28, 13.35, 0.0];[13.27,13.80,0.31];19:35:50.684;13.27;13.80;13.28;13.35;12.10;13.39;-1.18;0.04;-1.17;-0.41;1.18;1.24
P9[13.00,16.50,0.00]=2.31;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.93;P3[13.00,0.00,0.00]=13.39;[13.4, 13.29, 0.0];[13.28,13.82,0.46];19:35:50.783;13.28;13.82;13.4;13.29;12.10;13.39;-1.3;0.1;-1.18;-0.43;1.3;1.26
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.34;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.92;[13.42, 13.28, 0.0];[13.29,13.82,0.11];19:35:50.984;13.29;13.82;13.42;13.28;12.10;13.39;-1.32;0.11;-1.19;-0.43;1.32;1.27
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.29;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.44;[13.41, 13.34, 0.0];[13.29,13.82,0.27];19:35:51.083;13.29;13.82;13.41;13.34;12.10;13.39;-1.31;0.05;-1.19;-0.43;1.31;1.27
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.93;P3[13.00,0.00,0.00]=13.35;[13.33, 13.27, 0.0];[13.27,13.82,0.44];19:35:51.183;13.27;13.82;13.33;13.27;12.10;13.39;-1.23;0.12;-1.17;-0.43;1.24;1.25
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.42;P5[13.00,24.00,0.00]=10.91;[13.34, 13.31, 0.0];[13.26,13.82,0.18];19:35:51.384;13.26;13.82;13.34;13.31;12.10;13.39;-1.24;0.08;-1.16;-0.43;1.24;1.24
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.41;[13.34, 13.32, 0.0];[13.27,13.81,0.25];19:35:51.483;13.27;13.81;13.34;13.32;12.10;13.39;-1.24;0.07;-1.17;-0.42;1.24;1.24
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.87;P3[13.00,0.00,0.00]=13.40;[13.31, 13.32, 0.0];[13.29,13.81,0.24];19:35:51.583;13.29;13.81;13.31;13.32;12.10;13.39;-1.21;0.07;-1.19;-0.42;1.21;1.26
